
###################
Card test (random test) - Adventurer
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[807] -- Handsize[265] -- Decksize[310]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[808] -- Handsize[210] -- Decksize[353]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[809] -- Handsize[156] -- Decksize[395]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[810] -- Handsize[102] -- Decksize[438]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[811] -- Handsize[48] -- Decksize[480]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[812] -- Handsize[494] -- Decksize[23]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[813] -- Handsize[439] -- Decksize[65]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[814] -- Handsize[385] -- Decksize[108]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[815] -- Handsize[331] -- Decksize[150]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[816] -- Handsize[277] -- Decksize[193]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[817] -- Handsize[223] -- Decksize[235]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[818] -- Handsize[169] -- Decksize[278]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[819] -- Handsize[114] -- Decksize[320]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[820] -- Handsize[60] -- Decksize[363]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[821] -- Handsize[6] -- Decksize[405]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[822] -- Handsize[452] -- Decksize[448]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[823] -- Handsize[398] -- Decksize[490]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[824] -- Handsize[343] -- Decksize[33]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[825] -- Handsize[289] -- Decksize[75]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[826] -- Handsize[235] -- Decksize[118]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[827] -- Handsize[181] -- Decksize[160]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[828] -- Handsize[127] -- Decksize[203]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[829] -- Handsize[72] -- Decksize[245]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[830] -- Handsize[18] -- Decksize[288]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[831] -- Handsize[464] -- Decksize[330]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[832] -- Handsize[410] -- Decksize[373]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[833] -- Handsize[356] -- Decksize[416]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[834] -- Handsize[301] -- Decksize[458]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[835] -- Handsize[247] -- Decksize[1]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[836] -- Handsize[193] -- Decksize[43]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[837] -- Handsize[139] -- Decksize[86]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[838] -- Handsize[85] -- Decksize[128]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[839] -- Handsize[30] -- Decksize[171]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[840] -- Handsize[476] -- Decksize[213]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[841] -- Handsize[422] -- Decksize[256]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[842] -- Handsize[368] -- Decksize[298]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[843] -- Handsize[314] -- Decksize[341]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[844] -- Handsize[259] -- Decksize[383]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[845] -- Handsize[205] -- Decksize[426]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[846] -- Handsize[151] -- Decksize[468]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[847] -- Handsize[97] -- Decksize[11]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[848] -- Handsize[43] -- Decksize[53]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[849] -- Handsize[488] -- Decksize[96]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[850] -- Handsize[434] -- Decksize[138]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[851] -- Handsize[380] -- Decksize[181]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[852] -- Handsize[326] -- Decksize[223]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[853] -- Handsize[272] -- Decksize[266]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[854] -- Handsize[218] -- Decksize[308]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[855] -- Handsize[163] -- Decksize[351]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[856] -- Handsize[109] -- Decksize[393]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[857] -- Handsize[55] -- Decksize[436]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[858] -- Handsize[1] -- Decksize[478]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[859] -- Handsize[447] -- Decksize[21]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[860] -- Handsize[392] -- Decksize[63]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[861] -- Handsize[338] -- Decksize[106]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[862] -- Handsize[284] -- Decksize[148]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[863] -- Handsize[230] -- Decksize[191]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[864] -- Handsize[176] -- Decksize[234]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[865] -- Handsize[121] -- Decksize[276]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[866] -- Handsize[67] -- Decksize[319]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[867] -- Handsize[13] -- Decksize[361]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[868] -- Handsize[459] -- Decksize[404]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[869] -- Handsize[405] -- Decksize[446]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[870] -- Handsize[350] -- Decksize[489]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[871] -- Handsize[296] -- Decksize[31]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[872] -- Handsize[242] -- Decksize[74]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[873] -- Handsize[188] -- Decksize[116]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[874] -- Handsize[134] -- Decksize[159]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[875] -- Handsize[79] -- Decksize[201]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[876] -- Handsize[25] -- Decksize[244]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[877] -- Handsize[471] -- Decksize[286]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[878] -- Handsize[417] -- Decksize[329]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[879] -- Handsize[363] -- Decksize[371]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[880] -- Handsize[308] -- Decksize[414]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[881] -- Handsize[254] -- Decksize[456]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[882] -- Handsize[200] -- Decksize[499]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[883] -- Handsize[146] -- Decksize[41]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[884] -- Handsize[92] -- Decksize[84]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[885] -- Handsize[37] -- Decksize[126]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[886] -- Handsize[483] -- Decksize[169]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[887] -- Handsize[429] -- Decksize[211]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[888] -- Handsize[375] -- Decksize[254]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[889] -- Handsize[321] -- Decksize[296]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[890] -- Handsize[267] -- Decksize[339]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[891] -- Handsize[212] -- Decksize[381]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[892] -- Handsize[158] -- Decksize[424]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[893] -- Handsize[104] -- Decksize[466]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[894] -- Handsize[50] -- Decksize[9]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[895] -- Handsize[496] -- Decksize[52]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[896] -- Handsize[441] -- Decksize[94]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[897] -- Handsize[387] -- Decksize[137]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[898] -- Handsize[333] -- Decksize[179]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[899] -- Handsize[279] -- Decksize[222]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[900] -- Handsize[225] -- Decksize[264]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[901] -- Handsize[170] -- Decksize[307]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[902] -- Handsize[116] -- Decksize[349]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[903] -- Handsize[62] -- Decksize[392]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[904] -- Handsize[8] -- Decksize[434]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[905] -- Handsize[454] -- Decksize[477]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[906] -- Handsize[399] -- Decksize[19]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[907] -- Handsize[345] -- Decksize[62]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[908] -- Handsize[291] -- Decksize[104]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[909] -- Handsize[237] -- Decksize[147]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[910] -- Handsize[183] -- Decksize[189]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[911] -- Handsize[128] -- Decksize[232]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[912] -- Handsize[74] -- Decksize[274]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[913] -- Handsize[20] -- Decksize[317]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[914] -- Handsize[466] -- Decksize[359]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[915] -- Handsize[412] -- Decksize[402]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[916] -- Handsize[357] -- Decksize[444]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[917] -- Handsize[303] -- Decksize[487]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[918] -- Handsize[249] -- Decksize[29]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[919] -- Handsize[195] -- Decksize[72]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[920] -- Handsize[141] -- Decksize[114]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[921] -- Handsize[86] -- Decksize[157]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[922] -- Handsize[32] -- Decksize[199]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[923] -- Handsize[478] -- Decksize[242]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[924] -- Handsize[424] -- Decksize[284]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[925] -- Handsize[370] -- Decksize[327]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[926] -- Handsize[316] -- Decksize[370]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[927] -- Handsize[261] -- Decksize[412]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[928] -- Handsize[207] -- Decksize[455]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[929] -- Handsize[153] -- Decksize[497]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[930] -- Handsize[99] -- Decksize[40]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[931] -- Handsize[45] -- Decksize[82]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[932] -- Handsize[490] -- Decksize[125]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[933] -- Handsize[436] -- Decksize[167]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[934] -- Handsize[382] -- Decksize[210]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[935] -- Handsize[328] -- Decksize[252]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[936] -- Handsize[274] -- Decksize[295]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[937] -- Handsize[219] -- Decksize[337]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[938] -- Handsize[165] -- Decksize[380]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[939] -- Handsize[111] -- Decksize[422]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[940] -- Handsize[57] -- Decksize[465]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[941] -- Handsize[3] -- Decksize[7]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[942] -- Handsize[448] -- Decksize[50]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[943] -- Handsize[394] -- Decksize[92]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[944] -- Handsize[340] -- Decksize[135]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[945] -- Handsize[286] -- Decksize[177]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[946] -- Handsize[232] -- Decksize[220]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[947] -- Handsize[177] -- Decksize[262]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[948] -- Handsize[123] -- Decksize[305]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[949] -- Handsize[69] -- Decksize[347]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[950] -- Handsize[15] -- Decksize[390]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[951] -- Handsize[461] -- Decksize[432]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[952] -- Handsize[406] -- Decksize[475]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[953] -- Handsize[352] -- Decksize[17]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[954] -- Handsize[298] -- Decksize[60]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[955] -- Handsize[244] -- Decksize[102]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[956] -- Handsize[190] -- Decksize[145]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[957] -- Handsize[135] -- Decksize[188]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[958] -- Handsize[81] -- Decksize[230]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[959] -- Handsize[27] -- Decksize[273]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[960] -- Handsize[473] -- Decksize[315]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[961] -- Handsize[419] -- Decksize[358]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[962] -- Handsize[365] -- Decksize[400]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[963] -- Handsize[310] -- Decksize[443]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[964] -- Handsize[256] -- Decksize[485]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[965] -- Handsize[202] -- Decksize[28]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[966] -- Handsize[148] -- Decksize[70]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[967] -- Handsize[94] -- Decksize[113]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[968] -- Handsize[39] -- Decksize[155]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[969] -- Handsize[485] -- Decksize[198]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[970] -- Handsize[431] -- Decksize[240]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[971] -- Handsize[377] -- Decksize[283]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[972] -- Handsize[323] -- Decksize[325]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[973] -- Handsize[268] -- Decksize[368]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[974] -- Handsize[214] -- Decksize[410]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[975] -- Handsize[160] -- Decksize[453]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[976] -- Handsize[106] -- Decksize[495]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[977] -- Handsize[52] -- Decksize[38]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[978] -- Handsize[497] -- Decksize[80]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[979] -- Handsize[443] -- Decksize[123]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[980] -- Handsize[389] -- Decksize[165]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[981] -- Handsize[335] -- Decksize[208]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[982] -- Handsize[281] -- Decksize[250]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[983] -- Handsize[226] -- Decksize[293]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[984] -- Handsize[172] -- Decksize[335]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[985] -- Handsize[118] -- Decksize[378]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[986] -- Handsize[64] -- Decksize[420]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[987] -- Handsize[10] -- Decksize[463]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[988] -- Handsize[455] -- Decksize[6]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[989] -- Handsize[401] -- Decksize[48]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[990] -- Handsize[347] -- Decksize[91]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[991] -- Handsize[293] -- Decksize[133]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[992] -- Handsize[239] -- Decksize[176]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[993] -- Handsize[184] -- Decksize[218]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[994] -- Handsize[130] -- Decksize[261]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[995] -- Handsize[76] -- Decksize[303]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[996] -- Handsize[22] -- Decksize[346]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[997] -- Handsize[468] -- Decksize[388]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[998] -- Handsize[414] -- Decksize[431]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[999] -- Handsize[359] -- Decksize[473]
#TESTS PASSED: 1, TESTS FAILED: 2
